-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 01/01/2022 
Location: Latitude  51.4965   Longitude 10.8103 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 357.57 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS        MERRA-2 Surface Pressure (kPa) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WD10M,PS,T2M
2021,6,13,2,3.85,324.25,98.12,9.37
2021,6,13,3,3.73,323.51,98.16,8.83
2021,6,13,4,3.47,321.3,98.21,8.48
2021,6,13,5,3.78,316.93,98.26,9.25
2021,6,13,6,4.5,320.07,98.32,10.23
2021,6,13,7,4.94,322.26,98.37,11.43
2021,6,13,8,4.99,322.0,98.4,12.62
2021,6,13,9,4.98,322.52,98.41,13.68
2021,6,13,10,5.02,323.29,98.42,14.76
2021,6,13,11,5.03,323.72,98.44,15.25
2021,6,13,12,4.98,324.19,98.45,15.48
2021,6,13,13,4.87,324.73,98.44,16.06
2021,6,13,14,4.7,326.86,98.43,16.73
2021,6,13,15,4.48,331.2,98.41,17.23
2021,6,13,16,4.2,335.96,98.39,17.43
2021,6,13,17,3.81,339.86,98.36,17.33
2021,6,13,18,2.95,343.53,98.34,16.75
2021,6,13,19,1.75,346.58,98.33,14.99
2021,6,13,20,2.02,350.87,98.35,12.73
2021,6,13,21,1.95,356.78,98.37,12.21
2021,6,13,22,1.74,5.4,98.37,11.92
2021,6,13,23,1.48,18.72,98.35,11.51
2021,6,14,0,1.19,41.01,98.33,11.18
2021,6,14,1,1.03,79.46,98.29,10.9
2021,6,14,2,1.23,124.09,98.26,10.2
2021,6,14,3,1.68,153.79,98.23,9.26
2021,6,14,4,1.99,171.2,98.21,8.63
2021,6,14,5,2.04,183.07,98.2,10.98
2021,6,14,6,2.42,186.12,98.18,12.93
2021,6,14,7,2.65,184.9,98.15,15.4
2021,6,14,8,2.49,187.75,98.12,17.08
2021,6,14,9,2.29,191.62,98.07,18.47
2021,6,14,10,2.18,197.72,98.02,19.79
2021,6,14,11,2.13,204.69,97.98,20.97
2021,6,14,12,2.08,214.89,97.95,21.94
2021,6,14,13,2.05,226.7,97.91,22.66
2021,6,14,14,2.07,233.91,97.86,23.07
2021,6,14,15,2.13,238.82,97.82,23.19
2021,6,14,16,2.14,248.32,97.77,23.02
2021,6,14,17,2.03,262.03,97.74,22.57
2021,6,14,18,1.68,272.66,97.71,21.87
2021,6,14,19,1.52,276.21,97.68,20.12
2021,6,14,20,1.45,267.83,97.68,18.79
2021,6,14,21,1.47,248.48,97.68,17.99
2021,6,14,22,1.82,233.72,97.68,17.0
2021,6,14,23,2.25,229.94,97.66,15.68
2021,6,15,0,2.53,233.41,97.65,14.5
2021,6,15,1,2.56,241.32,97.64,13.85
2021,6,15,2,2.64,252.42,97.64,13.31
2021,6,15,3,2.57,265.99,97.65,12.87
2021,6,15,4,2.35,281.72,97.67,12.94
2021,6,15,5,2.26,304.29,97.7,14.68
2021,6,15,6,2.56,323.45,97.74,15.76
2021,6,15,7,2.61,344.71,97.77,16.64
2021,6,15,8,2.66,352.25,97.78,17.74
2021,6,15,9,2.69,353.66,97.78,19.51
2021,6,15,10,2.59,352.19,97.77,21.18
2021,6,15,11,2.59,347.81,97.77,21.98
2021,6,15,12,2.72,343.13,97.76,22.28
2021,6,15,13,2.78,337.9,97.75,22.58
2021,6,15,14,2.83,334.14,97.75,22.65
2021,6,15,15,2.87,333.78,97.74,22.39
2021,6,15,16,2.99,339.34,97.73,21.98
2021,6,15,17,2.95,349.32,97.71,21.2
2021,6,15,18,2.67,1.51,97.69,20.33
2021,6,15,19,2.08,13.04,97.68,18.83
2021,6,15,20,2.15,24.05,97.7,16.55
2021,6,15,21,2.25,33.97,97.72,15.58
2021,6,15,22,2.21,43.0,97.73,14.95
2021,6,15,23,2.11,53.43,97.74,14.42
2021,6,16,0,1.99,65.35,97.72,13.93
2021,6,16,1,1.92,78.96,97.71,13.42
2021,6,16,2,1.89,91.18,97.68,12.96
2021,6,16,3,1.87,101.83,97.66,12.63
2021,6,16,4,1.83,108.13,97.65,12.69
2021,6,16,5,2.28,110.67,97.64,13.69
2021,6,16,6,2.22,106.53,97.63,14.83
2021,6,16,7,2.44,109.42,97.61,17.26
2021,6,16,8,2.93,117.11,97.58,19.94
2021,6,16,9,3.04,120.46,97.54,21.69
2021,6,16,10,3.03,125.86,97.52,23.0
2021,6,16,11,2.92,133.16,97.48,24.01
2021,6,16,12,2.78,139.45,97.46,24.78
2021,6,16,13,2.61,143.16,97.43,25.32
2021,6,16,14,2.43,143.35,97.39,25.54
2021,6,16,15,2.33,138.67,97.37,25.44
2021,6,16,16,2.45,128.66,97.35,25.02
2021,6,16,17,2.74,119.56,97.33,24.53
2021,6,16,18,2.8,113.35,97.3,23.71
2021,6,16,19,2.46,107.92,97.3,21.9
2021,6,16,20,2.74,108.64,97.31,20.0
2021,6,16,21,2.89,115.25,97.32,19.19
2021,6,16,22,2.88,124.51,97.33,18.61
2021,6,16,23,2.77,134.77,97.34,17.98
2021,6,17,0,2.67,145.38,97.32,17.33
2021,6,17,1,2.62,153.59,97.3,16.73
2021,6,17,2,2.55,162.68,97.28,16.07
2021,6,17,3,2.58,171.45,97.29,15.47
2021,6,17,4,2.5,178.93,97.3,15.5
2021,6,17,5,2.58,182.08,97.3,17.55
2021,6,17,6,2.99,175.51,97.31,19.15
2021,6,17,7,2.77,166.28,97.31,21.02
2021,6,17,8,3.15,166.96,97.32,23.69
2021,6,17,9,3.78,170.85,97.33,25.61
2021,6,17,10,3.98,164.74,97.32,26.76
2021,6,17,11,4.13,157.31,97.3,27.51
2021,6,17,12,4.16,153.1,97.29,27.98
2021,6,17,13,4.04,151.75,97.28,28.27
2021,6,17,14,3.86,150.53,97.26,28.44
2021,6,17,15,3.69,149.31,97.25,28.4
2021,6,17,16,3.27,151.29,97.24,28.24
2021,6,17,17,3.04,153.9,97.23,27.9
2021,6,17,18,2.81,154.5,97.24,26.28
2021,6,17,19,2.25,154.24,97.25,23.53
2021,6,17,20,2.57,156.71,97.28,21.04
2021,6,17,21,2.65,158.95,97.3,20.02
2021,6,17,22,2.69,159.25,97.31,19.3
2021,6,17,23,2.71,160.78,97.31,18.62
2021,6,18,0,2.68,164.1,97.3,17.98
2021,6,18,1,2.64,166.46,97.29,17.36
2021,6,18,2,2.57,168.59,97.29,16.76
2021,6,18,3,2.48,170.03,97.28,16.19
2021,6,18,4,2.38,175.1,97.28,16.19
2021,6,18,5,1.88,187.63,97.27,18.43
2021,6,18,6,2.16,201.38,97.29,20.19
2021,6,18,7,1.37,207.44,97.29,21.8
2021,6,18,8,0.9,192.58,97.28,24.47
2021,6,18,9,0.62,172.07,97.26,27.42
2021,6,18,10,0.77,121.26,97.24,28.55
2021,6,18,11,1.17,109.04,97.22,29.19
2021,6,18,12,1.3,113.33,97.2,29.62
2021,6,18,13,1.2,121.09,97.18,29.89
2021,6,18,14,0.97,133.36,97.17,30.02
2021,6,18,15,0.73,155.91,97.16,29.98
2021,6,18,16,0.62,186.5,97.15,30.64
2021,6,18,17,0.66,216.33,97.14,31.04
2021,6,18,18,0.67,225.47,97.13,29.4
2021,6,18,19,0.53,198.97,97.15,27.74
2021,6,18,20,0.87,164.34,97.17,26.41
2021,6,18,21,1.44,164.61,97.21,24.51
2021,6,18,22,1.93,176.29,97.22,23.04
2021,6,18,23,2.32,190.1,97.22,21.69
2021,6,19,0,2.59,203.47,97.22,20.65
2021,6,19,1,2.68,216.0,97.21,19.85
2021,6,19,2,2.81,228.95,97.2,19.37
2021,6,19,3,2.87,243.09,97.21,19.22
2021,6,19,4,2.72,253.33,97.24,19.27
2021,6,19,5,2.88,262.84,97.28,20.71
2021,6,19,6,3.37,276.12,97.33,22.05
2021,6,19,7,3.36,288.86,97.35,23.24
2021,6,19,8,3.19,290.34,97.35,24.35
2021,6,19,9,2.87,281.31,97.36,25.4
2021,6,19,10,2.66,270.67,97.36,26.35
2021,6,19,11,2.49,261.69,97.35,27.12
2021,6,19,12,2.29,255.77,97.34,27.65
2021,6,19,13,1.92,250.02,97.3,27.99
2021,6,19,14,1.53,238.18,97.27,28.16
2021,6,19,15,1.29,221.81,97.24,28.12
2021,6,19,16,1.09,209.69,97.21,28.0
2021,6,19,17,1.03,199.13,97.18,28.38
2021,6,19,18,1.09,182.88,97.15,27.57
2021,6,19,19,0.89,139.29,97.12,26.37
2021,6,19,20,1.51,101.37,97.1,24.78
2021,6,19,21,2.07,98.47,97.09,23.18
2021,6,19,22,2.32,103.62,97.05,21.96
2021,6,19,23,2.7,110.85,96.98,21.37
2021,6,20,0,2.89,119.27,96.91,20.9
2021,6,20,1,2.8,136.02,96.88,20.19
2021,6,20,2,2.84,151.6,96.87,19.52
2021,6,20,3,3.29,159.41,96.83,19.2
2021,6,20,4,3.55,167.43,96.81,19.37
2021,6,20,5,3.78,177.87,96.76,19.48
2021,6,20,6,4.64,193.52,96.74,20.24
2021,6,20,7,5.88,215.38,96.79,21.73
2021,6,20,8,7.24,230.56,96.85,22.76
2021,6,20,9,7.17,241.93,96.89,23.19
2021,6,20,10,5.93,251.57,96.87,23.55
2021,6,20,11,5.22,248.69,96.89,24.29
2021,6,20,12,5.1,242.02,96.93,25.05
2021,6,20,13,4.38,242.34,96.89,25.61
2021,6,20,14,3.76,240.67,96.85,25.9
2021,6,20,15,3.08,239.46,96.83,25.84
2021,6,20,16,2.52,240.01,96.8,25.69
2021,6,20,17,1.93,241.26,96.76,25.26
2021,6,20,18,1.33,238.17,96.73,24.83
2021,6,20,19,0.78,266.57,96.7,23.69
2021,6,20,20,1.25,353.19,96.69,21.95
2021,6,20,21,2.15,27.31,96.64,19.88
2021,6,20,22,2.47,38.83,96.6,19.15
2021,6,20,23,2.46,44.23,96.62,19.21
2021,6,21,0,2.44,47.47,96.6,18.71
2021,6,21,1,2.26,48.5,96.54,18.11
2021,6,21,2,1.62,47.93,96.47,17.68
2021,6,21,3,1.19,44.73,96.42,17.18
2021,6,21,4,0.75,48.37,96.39,17.26
2021,6,21,5,0.9,180.0,96.4,17.86
2021,6,21,6,2.88,204.48,96.43,18.26
2021,6,21,7,4.11,213.21,96.46,18.79
2021,6,21,8,5.37,218.62,96.48,19.95
2021,6,21,9,6.37,221.32,96.51,21.6
2021,6,21,10,6.77,221.45,96.53,22.53
2021,6,21,11,6.79,220.14,96.56,22.68
2021,6,21,12,6.76,219.7,96.57,22.91
2021,6,21,13,6.76,221.3,96.58,23.5
2021,6,21,14,6.76,225.05,96.6,23.62
2021,6,21,15,6.6,230.81,96.63,23.4
2021,6,21,16,6.25,238.82,96.67,22.85
2021,6,21,17,5.68,248.97,96.7,21.94
2021,6,21,18,4.85,262.78,96.74,20.58
2021,6,21,19,4.22,279.6,96.79,18.94
2021,6,21,20,4.09,296.03,96.86,17.09
2021,6,21,21,4.45,309.51,96.9,15.65
2021,6,21,22,4.36,313.19,96.95,14.55
2021,6,21,23,4.42,316.51,96.99,13.61
2021,6,22,0,4.39,320.64,97.0,12.76
2021,6,22,1,4.14,326.4,96.98,12.22
2021,6,22,2,3.1,333.5,97.03,11.98
2021,6,22,3,2.39,337.89,97.11,11.94
2021,6,22,4,2.86,337.21,97.14,11.89
2021,6,22,5,4.31,341.5,97.1,11.94
2021,6,22,6,4.52,346.71,97.11,12.66
2021,6,22,7,4.2,358.08,97.14,14.01
2021,6,22,8,3.66,6.0,97.19,15.16
2021,6,22,9,3.17,6.51,97.23,16.61
2021,6,22,10,2.85,4.71,97.26,17.74
2021,6,22,11,2.75,2.94,97.27,18.65
2021,6,22,12,2.77,2.91,97.26,19.4
2021,6,22,13,2.81,2.55,97.26,19.77
2021,6,22,14,2.84,0.79,97.28,19.69
2021,6,22,15,2.88,0.47,97.3,19.46
2021,6,22,16,2.89,359.38,97.32,19.05
2021,6,22,17,2.8,359.2,97.35,18.37
2021,6,22,18,2.65,0.68,97.39,17.4
2021,6,22,19,2.28,2.36,97.43,16.23
2021,6,22,20,1.95,5.05,97.48,14.78
2021,6,22,21,2.21,8.96,97.49,13.77
2021,6,22,22,2.2,11.67,97.5,12.84
2021,6,22,23,2.27,8.3,97.51,12.14
2021,6,23,0,1.88,17.16,97.57,11.68
2021,6,23,1,1.99,17.37,97.6,11.6
2021,6,23,2,2.05,5.02,97.61,11.27
2021,6,23,3,1.73,10.91,97.66,11.03
2021,6,23,4,2.23,9.66,97.67,10.94
2021,6,23,5,2.35,16.63,97.67,11.1
2021,6,23,6,2.17,28.77,97.71,11.58
2021,6,23,7,2.12,33.87,97.75,12.0
2021,6,23,8,1.97,35.46,97.78,12.57
2021,6,23,9,1.81,35.68,97.79,13.39
2021,6,23,10,1.89,33.69,97.81,14.4
2021,6,23,11,2.02,34.43,97.82,15.56
2021,6,23,12,2.12,40.51,97.82,16.69
2021,6,23,13,2.23,46.13,97.82,17.58
2021,6,23,14,2.37,49.69,97.8,18.04
2021,6,23,15,2.48,52.81,97.79,18.13
2021,6,23,16,2.54,55.92,97.8,17.99
2021,6,23,17,2.72,53.76,97.79,17.7
2021,6,23,18,2.76,52.13,97.79,17.19
2021,6,23,19,2.2,50.61,97.8,16.17
2021,6,23,20,1.88,46.68,97.83,14.42
2021,6,23,21,2.05,46.7,97.86,13.67
2021,6,23,22,2.08,45.3,97.86,13.37
2021,6,23,23,1.93,45.98,97.84,12.76
2021,6,24,0,1.85,53.23,97.84,12.29
2021,6,24,1,1.71,46.48,97.81,11.81
2021,6,24,2,1.78,33.55,97.78,11.43
2021,6,24,3,1.91,25.41,97.72,10.99
2021,6,24,4,1.86,23.45,97.69,11.17
2021,6,24,5,2.4,24.64,97.69,12.98
2021,6,24,6,2.56,31.8,97.71,14.3
2021,6,24,7,2.96,37.17,97.72,15.76
2021,6,24,8,3.08,37.28,97.7,16.9
2021,6,24,9,3.04,39.47,97.68,17.65
2021,6,24,10,3.04,42.5,97.66,18.1
2021,6,24,11,3.04,46.14,97.64,18.56
2021,6,24,12,2.9,52.11,97.62,19.07
2021,6,24,13,2.63,58.1,97.6,19.0
2021,6,24,14,2.37,62.51,97.6,18.72
2021,6,24,15,2.19,64.44,97.58,18.21
2021,6,24,16,2.04,62.65,97.56,17.7
2021,6,24,17,1.85,57.58,97.55,17.33
2021,6,24,18,1.66,49.4,97.55,17.01
2021,6,24,19,1.21,38.95,97.54,16.16
2021,6,24,20,1.52,30.91,97.55,14.5
2021,6,24,21,1.7,29.39,97.55,13.66
2021,6,24,22,1.49,32.77,97.58,13.4
2021,6,24,23,0.9,40.44,97.6,13.69
2021,6,25,0,0.52,6.05,97.6,13.76
2021,6,25,1,1.18,325.78,97.55,13.01
2021,6,25,2,1.61,326.85,97.51,12.2
2021,6,25,3,1.66,331.26,97.49,11.98
2021,6,25,4,1.44,339.99,97.5,12.26
2021,6,25,5,1.31,347.62,97.52,13.63
2021,6,25,6,1.24,343.51,97.55,14.56
2021,6,25,7,1.24,325.51,97.57,15.6
2021,6,25,8,1.54,304.66,97.57,16.68
2021,6,25,9,1.89,295.5,97.55,17.57
2021,6,25,10,2.24,294.51,97.54,18.51
2021,6,25,11,2.51,293.69,97.52,19.32
2021,6,25,12,2.65,293.09,97.5,19.9
2021,6,25,13,2.69,293.66,97.49,20.1
2021,6,25,14,2.53,294.03,97.51,20.02
2021,6,25,15,2.3,293.61,97.52,19.98
2021,6,25,16,2.06,293.17,97.53,19.68
2021,6,25,17,1.83,296.57,97.54,19.38
2021,6,25,18,1.43,300.21,97.56,18.75
2021,6,25,19,1.19,309.95,97.58,17.58
2021,6,25,20,1.32,328.1,97.6,16.46
2021,6,25,21,1.18,340.6,97.63,15.87
2021,6,25,22,0.64,2.1,97.67,15.96
2021,6,25,23,0.32,99.69,97.7,15.56
2021,6,26,0,0.55,150.87,97.72,14.97
2021,6,26,1,0.48,181.88,97.72,14.47
2021,6,26,2,0.35,228.58,97.71,14.01
2021,6,26,3,0.31,284.74,97.7,13.62
2021,6,26,4,0.23,316.4,97.71,13.48
2021,6,26,5,0.05,329.04,97.74,13.97
2021,6,26,6,0.15,137.12,97.78,14.59
2021,6,26,7,0.43,117.95,97.8,16.92
2021,6,26,8,0.28,121.5,97.8,19.22
2021,6,26,9,0.11,102.09,97.78,20.65
2021,6,26,10,0.25,30.65,97.76,21.79
2021,6,26,11,0.6,21.52,97.73,22.65
2021,6,26,12,1.05,22.75,97.7,23.21
2021,6,26,13,1.49,25.76,97.67,23.33
2021,6,26,14,1.83,27.77,97.65,23.12
2021,6,26,15,2.1,28.47,97.64,22.76
2021,6,26,16,2.24,28.8,97.63,22.32
2021,6,26,17,2.31,31.0,97.61,21.8
2021,6,26,18,2.21,35.66,97.61,21.01
2021,6,26,19,1.9,39.84,97.62,19.01
2021,6,26,20,2.32,46.09,97.65,16.66
2021,6,26,21,2.49,53.67,97.68,15.65
2021,6,26,22,2.47,62.06,97.69,14.94
2021,6,26,23,2.37,71.15,97.7,14.23
2021,6,27,0,2.26,82.07,97.71,13.62
2021,6,27,1,2.15,94.16,97.71,13.05
2021,6,27,2,2.07,105.77,97.69,12.57
2021,6,27,3,2.03,113.9,97.67,12.09
2021,6,27,4,1.9,118.78,97.65,12.23
2021,6,27,5,1.79,121.61,97.64,14.35
2021,6,27,6,1.68,123.84,97.65,15.93
2021,6,27,7,1.69,116.92,97.66,17.83
2021,6,27,8,2.27,117.71,97.65,19.73
2021,6,27,9,2.3,110.72,97.62,20.97
2021,6,27,10,2.23,99.89,97.59,21.97
2021,6,27,11,2.18,90.62,97.58,23.0
2021,6,27,12,2.37,82.99,97.56,23.76
2021,6,27,13,2.75,79.84,97.52,24.04
2021,6,27,14,3.02,81.97,97.49,24.02
2021,6,27,15,3.18,85.63,97.47,23.69
2021,6,27,16,3.07,89.56,97.45,23.25
2021,6,27,17,2.52,94.79,97.44,22.58
2021,6,27,18,2.04,98.13,97.43,21.24
2021,6,27,19,2.08,96.03,97.42,19.46
2021,6,27,20,2.33,98.29,97.44,18.2
2021,6,27,21,2.33,105.34,97.48,17.68
2021,6,27,22,2.37,111.24,97.48,17.23
2021,6,27,23,2.41,112.73,97.46,16.78
2021,6,28,0,2.41,115.9,97.44,16.29
2021,6,28,1,2.41,120.64,97.41,15.72
2021,6,28,2,2.34,127.25,97.4,15.54
2021,6,28,3,2.23,136.85,97.4,15.53
2021,6,28,4,2.1,142.87,97.39,15.71
2021,6,28,5,2.18,145.8,97.39,17.13
2021,6,28,6,2.42,146.05,97.42,18.4
2021,6,28,7,2.13,140.36,97.44,20.09
2021,6,28,8,2.76,141.67,97.43,22.51
2021,6,28,9,2.94,137.7,97.42,23.81
2021,6,28,10,3.14,135.81,97.4,24.88
2021,6,28,11,3.25,137.92,97.37,25.68
2021,6,28,12,3.13,142.7,97.34,26.17
2021,6,28,13,2.78,149.4,97.33,26.2
2021,6,28,14,2.29,158.78,97.32,25.97
2021,6,28,15,1.6,168.2,97.33,25.64
2021,6,28,16,1.28,175.82,97.33,25.49
2021,6,28,17,1.03,174.33,97.29,25.08
2021,6,28,18,0.83,139.99,97.24,24.36
2021,6,28,19,1.33,102.17,97.2,22.82
2021,6,28,20,2.0,99.21,97.18,20.91
2021,6,28,21,2.31,102.49,97.15,19.69
2021,6,28,22,2.36,103.81,97.13,18.88
2021,6,28,23,2.38,110.16,97.13,18.2
2021,6,29,0,2.34,118.27,97.12,17.6
2021,6,29,1,2.23,131.3,97.09,17.19
2021,6,29,2,2.08,153.72,97.07,16.7
2021,6,29,3,2.1,184.48,97.05,16.14
2021,6,29,4,2.39,203.54,97.05,16.34
2021,6,29,5,3.04,210.13,97.05,17.73
2021,6,29,6,2.8,211.51,97.08,18.36
2021,6,29,7,2.89,212.96,97.09,18.91
2021,6,29,8,3.18,218.22,97.09,19.52
2021,6,29,9,3.31,224.81,97.06,20.51
2021,6,29,10,3.01,228.37,97.03,21.64
2021,6,29,11,2.62,228.27,96.99,22.76
2021,6,29,12,2.36,232.52,96.94,23.26
2021,6,29,13,2.15,244.83,96.9,23.78
2021,6,29,14,1.81,256.75,96.86,23.9
2021,6,29,15,1.41,271.91,96.83,23.8
2021,6,29,16,1.31,282.05,96.78,23.71
2021,6,29,17,1.39,276.77,96.76,23.17
2021,6,29,18,1.53,272.64,96.76,22.34
2021,6,29,19,1.44,277.78,96.76,20.61
2021,6,29,20,1.71,286.2,96.76,18.76
2021,6,29,21,1.76,282.56,96.77,17.8
2021,6,29,22,1.92,267.9,96.77,17.09
2021,6,29,23,2.2,258.13,96.77,16.44
2021,6,30,0,2.31,259.07,96.74,15.87
2021,6,30,1,2.41,258.8,96.72,15.52
2021,6,30,2,2.76,256.4,96.71,15.37
2021,6,30,3,3.01,254.81,96.7,15.18
2021,6,30,4,3.54,254.89,96.71,15.07
2021,6,30,5,4.08,255.35,96.73,15.11
2021,6,30,6,4.36,255.27,96.75,15.27
2021,6,30,7,4.64,255.07,96.79,15.44
2021,6,30,8,4.96,256.34,96.81,15.7
2021,6,30,9,5.11,257.45,96.83,16.17
2021,6,30,10,5.04,256.74,96.84,17.01
2021,6,30,11,5.05,256.03,96.82,18.04
2021,6,30,12,5.14,256.72,96.82,18.98
2021,6,30,13,5.18,257.18,96.81,19.69
2021,6,30,14,5.08,258.55,96.82,19.87
2021,6,30,15,4.96,260.85,96.83,19.63
2021,6,30,16,4.77,261.71,96.82,19.4
2021,6,30,17,4.38,261.48,96.81,18.88
2021,6,30,18,3.47,260.16,96.83,18.06
2021,6,30,19,2.32,257.97,96.86,16.83
2021,6,30,20,2.11,259.35,96.89,15.23
2021,6,30,21,2.32,261.49,96.9,14.59
2021,6,30,22,2.39,261.92,96.9,13.97
2021,6,30,23,2.57,264.76,96.9,13.56
2021,7,1,0,2.8,265.99,96.89,13.34
2021,7,1,1,3.08,265.2,96.87,13.24
2021,7,1,2,3.34,266.11,96.86,13.09
2021,7,1,3,3.56,267.11,96.85,12.92
2021,7,1,4,4.03,267.22,96.86,12.76
2021,7,1,5,4.44,263.44,96.88,12.73
2021,7,1,6,5.04,260.82,96.91,12.72
2021,7,1,7,5.72,261.21,96.94,12.62
2021,7,1,8,5.85,260.47,96.97,12.7
2021,7,1,9,6.06,262.22,97.0,12.87
2021,7,1,10,6.25,263.9,97.02,13.02
2021,7,1,11,6.23,266.84,97.01,13.35
2021,7,1,12,5.94,270.0,97.03,13.9
2021,7,1,13,5.81,272.0,97.04,14.84
2021,7,1,14,5.84,273.14,97.06,15.86
2021,7,1,15,5.79,274.8,97.08,16.33
2021,7,1,16,5.63,275.73,97.11,16.1
2021,7,1,17,5.34,273.44,97.15,15.45
2021,7,1,18,4.72,265.92,97.17,14.65
2021,7,1,19,4.24,255.07,97.19,13.89
2021,7,1,20,4.25,250.1,97.21,13.26
2021,7,1,21,4.47,254.89,97.24,12.98
2021,7,1,22,4.37,265.7,97.25,12.98
2021,7,1,23,3.97,271.01,97.27,12.94
2021,7,2,0,3.78,278.92,97.26,12.87
2021,7,2,1,3.54,282.35,97.24,12.74
2021,7,2,2,3.15,284.38,97.24,12.51
2021,7,2,3,2.51,288.32,97.27,12.15
2021,7,2,4,2.57,292.9,97.29,12.15
2021,7,2,5,3.04,294.59,97.32,12.72
2021,7,2,6,3.08,298.84,97.35,13.58
2021,7,2,7,3.12,306.04,97.39,14.65
2021,7,2,8,2.93,305.0,97.41,15.88
2021,7,2,9,2.72,297.38,97.42,17.19
2021,7,2,10,2.7,286.81,97.44,18.19
2021,7,2,11,2.9,277.89,97.46,18.9
2021,7,2,12,3.2,272.38,97.46,19.31
2021,7,2,13,3.45,270.39,97.46,19.22
2021,7,2,14,3.54,270.25,97.49,19.25
2021,7,2,15,3.4,271.84,97.5,19.08
2021,7,2,16,3.21,273.91,97.52,18.64
2021,7,2,17,2.92,276.76,97.53,18.15
2021,7,2,18,2.38,280.2,97.54,17.52
2021,7,2,19,1.55,283.12,97.55,16.41
2021,7,2,20,1.48,285.57,97.58,14.8
2021,7,2,21,1.62,283.37,97.6,13.96
2021,7,2,22,1.68,282.09,97.62,13.2
2021,7,2,23,1.63,281.04,97.61,12.6
2021,7,3,0,1.57,276.88,97.6,12.09
2021,7,3,1,1.54,271.16,97.59,11.79
2021,7,3,2,1.51,265.85,97.57,11.47
2021,7,3,3,1.48,261.48,97.54,11.15
2021,7,3,4,1.43,257.1,97.52,10.99
2021,7,3,5,1.58,252.73,97.53,12.66
2021,7,3,6,1.71,256.53,97.54,14.36
2021,7,3,7,1.96,269.09,97.53,16.4
2021,7,3,8,2.33,274.43,97.51,17.89
2021,7,3,9,2.49,279.94,97.48,19.09
2021,7,3,10,2.54,283.87,97.44,20.23
2021,7,3,11,2.67,286.15,97.41,21.3
2021,7,3,12,2.74,289.68,97.37,22.05
2021,7,3,13,2.68,295.0,97.33,22.59
2021,7,3,14,2.51,302.55,97.3,22.93
2021,7,3,15,2.29,310.86,97.27,22.95
2021,7,3,16,2.06,318.08,97.24,22.74
2021,7,3,17,1.73,321.06,97.2,22.04
2021,7,3,18,1.38,329.09,97.19,21.3
2021,7,3,19,1.17,352.68,97.18,19.9
2021,7,3,20,1.54,32.16,97.17,18.1
2021,7,3,21,1.82,63.0,97.17,17.0
2021,7,3,22,1.97,86.14,97.15,16.06
2021,7,3,23,1.96,105.03,97.14,15.33
2021,7,4,0,1.98,121.31,97.12,14.77
2021,7,4,1,1.91,135.33,97.1,14.37
2021,7,4,2,1.82,147.81,97.08,14.03
2021,7,4,3,1.86,159.81,97.07,13.64
2021,7,4,4,1.87,173.29,97.06,13.65
2021,7,4,5,1.57,187.44,97.05,14.98
2021,7,4,6,1.88,194.21,97.05,16.51
2021,7,4,7,1.62,194.77,97.03,18.8
2021,7,4,8,1.49,190.9,96.99,21.37
2021,7,4,9,1.08,180.83,96.94,22.64
2021,7,4,10,0.94,179.05,96.91,23.3
2021,7,4,11,1.0,194.47,96.88,23.65
2021,7,4,12,1.08,202.65,96.84,23.76
2021,7,4,13,0.89,196.84,96.79,23.83
2021,7,4,14,0.77,178.25,96.76,23.8
2021,7,4,15,0.9,169.47,96.75,23.33
2021,7,4,16,0.95,172.0,96.74,23.06
2021,7,4,17,0.95,177.63,96.72,22.09
2021,7,4,18,0.89,194.16,96.73,21.15
2021,7,4,19,0.94,225.34,96.75,19.94
2021,7,4,20,1.46,248.26,96.77,18.59
2021,7,4,21,2.04,262.74,96.78,17.68
2021,7,4,22,2.58,267.4,96.79,17.12
2021,7,4,23,2.79,265.98,96.79,16.67
2021,7,5,0,2.89,260.51,96.79,16.21
2021,7,5,1,2.94,256.81,96.79,15.65
2021,7,5,2,2.75,251.82,96.79,15.19
2021,7,5,3,2.62,246.8,96.8,14.86
2021,7,5,4,2.43,241.37,96.82,14.65
2021,7,5,5,2.85,234.7,96.83,14.97
2021,7,5,6,3.28,238.24,96.86,15.65
2021,7,5,7,3.53,235.99,96.88,16.83
2021,7,5,8,3.79,226.42,96.87,18.25
2021,7,5,9,4.52,219.67,96.85,19.16
2021,7,5,10,5.06,219.12,96.84,19.13
2021,7,5,11,5.41,222.25,96.82,19.23
2021,7,5,12,5.42,228.22,96.79,19.71
2021,7,5,13,5.11,234.58,96.77,19.98
2021,7,5,14,5.0,239.51,96.77,20.4
2021,7,5,15,4.85,242.77,96.79,20.35
2021,7,5,16,4.18,244.06,96.83,19.73
2021,7,5,17,3.41,242.26,96.84,19.33
2021,7,5,18,2.55,236.36,96.86,18.99
2021,7,5,19,1.43,219.25,96.88,17.87
